0id,0label,0speaker,0take,0id,1amplitude,1length,label
6_jackson_41.wav,6,jackson,41,6_jackson_41.wav,0.05422354,12412,six
6_nicolas_16.wav,6,nicolas,16,6_nicolas_16.wav,0.028279828,5080,he
9_lucas_17.wav,9,lucas,17,9_lucas_17.wav,0.04460959,9813,nine
4_theo_39.wav,4,theo,39,4_theo_39.wav,0.0030823906,8005,for
9_theo_45.wav,9,theo,45,9_theo_45.wav,0.0040798,4901,no
7_jackson_5.wav,7,jackson,5,7_jackson_5.wav,0.038438935,9829,seven
9_yweweler_32.wav,9,yweweler,32,9_yweweler_32.wav,0.0051700575,10573,nine
9_yweweler_26.wav,9,yweweler,26,9_yweweler_26.wav,0.0070464537,11229,nine
7_theo_5.wav,7,theo,5,7_theo_5.wav,0.0030255944,8054,seven
6_yweweler_8.wav,6,yweweler,8,6_yweweler_8.wav,0.01281866,6323,see
4_george_1.wav,4,george,1,4_george_1.wav,0.064133815,11883,four
0_yweweler_45.wav,0,yweweler,45,0_yweweler_45.wav,0.009406806,7757,zero
1_george_41.wav,1,george,41,1_george_41.wav,0.03245986,7966,one
6_lucas_43.wav,6,lucas,43,6_lucas_43.wav,0.014856519,10882,six
3_theo_35.wav,3,theo,35,3_theo_35.wav,0.0035526052,7194,three
0_george_9.wav,0,george,9,0_george_9.wav,0.03236205,12685,zero
8_lucas_6.wav,8,lucas,6,8_lucas_6.wav,0.032723732,9416,eight
3_theo_21.wav,3,theo,21,3_theo_21.wav,0.0066369018,11836,three
6_george_45.wav,6,george,45,6_george_45.wav,0.025412481,10623,six
6_theo_30.wav,6,theo,30,6_theo_30.wav,0.0027810074,7528,six
1_nicolas_8.wav,1,nicolas,8,1_nicolas_8.wav,0.024967587,5477,one
6_theo_24.wav,6,theo,24,6_theo_24.wav,0.006532748,11003,six
5_yweweler_49.wav,5,yweweler,49,5_yweweler_49.wav,0.0043440326,10427,i've
2_george_6.wav,2,george,6,2_george_6.wav,0.03382122,7550,so
8_george_37.wav,8,george,37,8_george_37.wav,0.0338925,9212,hate
8_george_23.wav,8,george,23,8_george_23.wav,0.02058374,11541,hate
6_theo_18.wav,6,theo,18,6_theo_18.wav,0.0025845913,12235,six
4_jackson_33.wav,4,jackson,33,4_jackson_33.wav,0.07297203,9253,or
0_nicolas_6.wav,0,nicolas,6,0_nicolas_6.wav,0.036067054,12009,you
0_nicolas_39.wav,0,nicolas,39,0_nicolas_39.wav,0.034220062,9397,you know
9_george_11.wav,9,george,11,9_george_11.wav,0.02829423,10086,nine
1_theo_28.wav,1,theo,28,1_theo_28.wav,0.017685527,12577,one
4_jackson_27.wav,4,jackson,27,4_jackson_27.wav,0.06016854,9372,for
8_nicolas_38.wav,8,nicolas,38,8_nicolas_38.wav,0.028648164,9317,case
8_nicolas_10.wav,8,nicolas,10,8_nicolas_10.wav,0.038047235,8407,a
8_jackson_47.wav,8,jackson,47,8_jackson_47.wav,0.090342954,9430,eight
0_lucas_44.wav,0,lucas,44,0_lucas_44.wav,0.035996914,16301,zero
0_jackson_46.wav,0,jackson,46,0_jackson_46.wav,0.09622378,14868,zero
0_nicolas_11.wav,0,nicolas,11,0_nicolas_11.wav,0.039751682,12663,herero
9_george_39.wav,9,george,39,9_george_39.wav,0.026750915,10447,nine
0_jackson_1.wav,0,jackson,1,0_jackson_1.wav,0.07128799,11745,zero
1_theo_14.wav,1,theo,14,1_theo_14.wav,0.0040411614,5447,what
6_yweweler_24.wav,6,yweweler,24,6_yweweler_24.wav,0.007237871,5149,take
8_lucas_38.wav,8,lucas,38,8_lucas_38.wav,0.035745714,10576,eight
3_nicolas_3.wav,3,nicolas,3,3_nicolas_3.wav,0.028564213,5193,be
7_nicolas_12.wav,7,nicolas,12,7_nicolas_12.wav,0.036769986,8093,seven
7_jackson_45.wav,7,jackson,45,7_jackson_45.wav,0.040568896,10199,seven
8_theo_17.wav,8,theo,17,8_theo_17.wav,0.004087578,7599,eight
6_yweweler_30.wav,6,yweweler,30,6_yweweler_30.wav,0.0038267314,6762,six
3_jackson_18.wav,3,jackson,18,3_jackson_18.wav,0.06587622,10648,three
5_theo_43.wav,5,theo,43,5_theo_43.wav,0.0047675446,8545,five
1_yweweler_20.wav,1,yweweler,20,1_yweweler_20.wav,0.0096840495,8071,one
6_yweweler_18.wav,6,yweweler,18,6_yweweler_18.wav,0.0060558165,6166,
3_jackson_30.wav,3,jackson,30,3_jackson_30.wav,0.052108414,10686,three
8_yweweler_43.wav,8,yweweler,43,8_yweweler_43.wav,0.004694626,4821,eight
5_george_6.wav,5,george,6,5_george_6.wav,0.043397095,12120,five
3_jackson_24.wav,3,jackson,24,3_jackson_24.wav,0.06699067,9410,three
3_jackson_4.wav,3,jackson,4,3_jackson_4.wav,0.057311837,9843,three
8_lucas_10.wav,8,lucas,10,8_lucas_10.wav,0.045951188,8881,eight
1_yweweler_34.wav,1,yweweler,34,1_yweweler_34.wav,0.00712339,7260,one
5_george_40.wav,5,george,40,5_george_40.wav,0.05981501,7459,five
4_lucas_0.wav,4,lucas,0,4_lucas_0.wav,0.04450594,9325,four
2_theo_0.wav,2,theo,0,2_theo_0.wav,0.0053942627,5383,two
9_theo_8.wav,9,theo,8,9_theo_8.wav,0.0040565496,9231,nine
7_lucas_44.wav,7,lucas,44,7_lucas_44.wav,0.024182044,10488,seven
9_theo_9.wav,9,theo,9,9_theo_9.wav,0.0037414264,9228,nine
2_theo_1.wav,2,theo,1,2_theo_1.wav,0.005683139,5014,two
7_lucas_45.wav,7,lucas,45,7_lucas_45.wav,0.020885326,10827,seven
4_lucas_1.wav,4,lucas,1,4_lucas_1.wav,0.031269953,9063,four
5_george_41.wav,5,george,41,5_george_41.wav,0.041061398,11158,five
1_yweweler_35.wav,1,yweweler,35,1_yweweler_35.wav,0.006738315,5557,one
8_lucas_11.wav,8,lucas,11,8_lucas_11.wav,0.035309456,11064,eightate
3_jackson_5.wav,3,jackson,5,3_jackson_5.wav,0.06358384,9942,
3_jackson_25.wav,3,jackson,25,3_jackson_25.wav,0.08433685,10562,three
3_jackson_31.wav,3,jackson,31,3_jackson_31.wav,0.05400343,10720,three
6_yweweler_19.wav,6,yweweler,19,6_yweweler_19.wav,0.0113505125,3986,take
1_yweweler_21.wav,1,yweweler,21,1_yweweler_21.wav,0.0073754927,7230,one
5_theo_42.wav,5,theo,42,5_theo_42.wav,0.0041851196,8509,five
5_george_7.wav,5,george,7,5_george_7.wav,0.042990416,11442,five
8_yweweler_42.wav,8,yweweler,42,8_yweweler_42.wav,0.0054329853,7434,eight
7_jackson_44.wav,7,jackson,44,7_jackson_44.wav,0.046533786,11323,seven
7_nicolas_13.wav,7,nicolas,13,7_nicolas_13.wav,0.029207438,8266,seven
3_jackson_19.wav,3,jackson,19,3_jackson_19.wav,0.069542505,9730,three
6_yweweler_31.wav,6,yweweler,31,6_yweweler_31.wav,0.007927415,5066,take
8_theo_16.wav,8,theo,16,8_theo_16.wav,0.0027514636,8920,eight
8_lucas_39.wav,8,lucas,39,8_lucas_39.wav,0.039668944,12315,eight
6_yweweler_25.wav,6,yweweler,25,6_yweweler_25.wav,0.012134127,3887,take
3_nicolas_2.wav,3,nicolas,2,3_nicolas_2.wav,0.03835684,5698,three
9_george_38.wav,9,george,38,9_george_38.wav,0.032932047,9124,nine
0_nicolas_10.wav,0,nicolas,10,0_nicolas_10.wav,0.04637186,10350,zero
0_jackson_47.wav,0,jackson,47,0_jackson_47.wav,0.08330277,14686,zero
0_lucas_45.wav,0,lucas,45,0_lucas_45.wav,0.047064137,10370,zero
1_theo_15.wav,1,theo,15,1_theo_15.wav,0.003682093,4998,one
0_jackson_0.wav,0,jackson,0,0_jackson_0.wav,0.08991054,14190,euo
8_jackson_46.wav,8,jackson,46,8_jackson_46.wav,0.062348712,9250,eight
8_nicolas_11.wav,8,nicolas,11,8_nicolas_11.wav,0.028532093,10981,a
8_nicolas_39.wav,8,nicolas,39,8_nicolas_39.wav,0.030357568,8991,a
4_jackson_26.wav,4,jackson,26,4_jackson_26.wav,0.07430211,9465,four
1_theo_29.wav,1,theo,29,1_theo_29.wav,0.029392458,9882,one
4_jackson_32.wav,4,jackson,32,4_jackson_32.wav,0.055600442,9556,
9_george_10.wav,9,george,10,9_george_10.wav,0.023413332,10629,nine
0_nicolas_38.wav,0,nicolas,38,0_nicolas_38.wav,0.03262347,7569,youknow
0_nicolas_7.wav,0,nicolas,7,0_nicolas_7.wav,0.0362707,8663,youwill
8_george_22.wav,8,george,22,8_george_22.wav,0.02636333,11061,hate
6_theo_19.wav,6,theo,19,6_theo_19.wav,0.002297415,9060,six
2_george_7.wav,2,george,7,2_george_7.wav,0.036805455,7925,so
8_george_36.wav,8,george,36,8_george_36.wav,0.032316666,9113,eightate
1_nicolas_9.wav,1,nicolas,9,1_nicolas_9.wav,0.031319246,6775,one
5_yweweler_48.wav,5,yweweler,48,5_yweweler_48.wav,0.0028841402,10987,i've
6_theo_25.wav,6,theo,25,6_theo_25.wav,0.018602738,12903,six
6_theo_31.wav,6,theo,31,6_theo_31.wav,0.0014645079,11271,six
6_george_44.wav,6,george,44,6_george_44.wav,0.024342848,7925,sixs
3_theo_20.wav,3,theo,20,3_theo_20.wav,0.015295689,6312,three
3_theo_34.wav,3,theo,34,3_theo_34.wav,0.006713315,4300,
0_george_8.wav,0,george,8,0_george_8.wav,0.05456354,11602,zero
6_lucas_42.wav,6,lucas,42,6_lucas_42.wav,0.011091457,10857,six
8_lucas_7.wav,8,lucas,7,8_lucas_7.wav,0.023022287,17098,eight
1_george_40.wav,1,george,40,1_george_40.wav,0.035806738,7853,one
4_george_0.wav,4,george,0,4_george_0.wav,0.05619222,9623,four
6_yweweler_9.wav,6,yweweler,9,6_yweweler_9.wav,0.005545602,8887,six
7_theo_4.wav,7,theo,4,7_theo_4.wav,0.004333302,9438,seven
9_yweweler_27.wav,9,yweweler,27,9_yweweler_27.wav,0.007867214,8994,nine
0_yweweler_44.wav,0,yweweler,44,0_yweweler_44.wav,0.008521661,6971,zero
9_theo_44.wav,9,theo,44,9_theo_44.wav,0.0036530623,10196,nine
4_theo_38.wav,4,theo,38,4_theo_38.wav,0.00366799,6974,for
9_lucas_16.wav,9,lucas,16,9_lucas_16.wav,0.037343856,9435,nine
6_nicolas_17.wav,6,nicolas,17,6_nicolas_17.wav,0.026782557,5080,see
6_jackson_40.wav,6,jackson,40,6_jackson_40.wav,0.037339948,12919,six
9_yweweler_33.wav,9,yweweler,33,9_yweweler_33.wav,0.0051252944,9766,nine
7_jackson_4.wav,7,jackson,4,7_jackson_4.wav,0.051858637,9201,seven
2_jackson_35.wav,2,jackson,35,2_jackson_35.wav,0.04758612,10392,to
7_nicolas_3.wav,7,nicolas,3,7_nicolas_3.wav,0.03743801,8054,given
4_theo_10.wav,4,theo,10,4_theo_10.wav,0.0029825517,5163,more
7_yweweler_40.wav,7,yweweler,40,7_yweweler_40.wav,0.0050042304,13374,seven
2_jackson_21.wav,2,jackson,21,2_jackson_21.wav,0.034760285,16287,to
5_jackson_36.wav,5,jackson,36,5_jackson_36.wav,0.049229067,8176,
9_nicolas_29.wav,9,nicolas,29,9_nicolas_29.wav,0.027604735,9432,nine
1_nicolas_28.wav,1,nicolas,28,1_nicolas_28.wav,0.027039563,7123,one
7_george_8.wav,7,george,8,7_george_8.wav,0.036410324,14220,seven
5_jackson_22.wav,5,jackson,22,5_jackson_22.wav,0.061735906,8198,
1_lucas_42.wav,1,lucas,42,1_lucas_42.wav,0.028289223,11737,one
4_jackson_1.wav,4,jackson,1,4_jackson_1.wav,0.07201913,9231,
9_nicolas_15.wav,9,nicolas,15,9_nicolas_15.wav,0.029454982,9504,nine
9_jackson_42.wav,9,jackson,42,9_jackson_42.wav,0.053084698,12814,nine
4_nicolas_6.wav,4,nicolas,6,4_nicolas_6.wav,0.05723472,7624,oh
0_theo_47.wav,0,theo,47,0_theo_47.wav,0.004945578,8867,to zero
1_jackson_43.wav,1,jackson,43,1_jackson_43.wav,0.063137636,12696,one
1_nicolas_14.wav,1,nicolas,14,1_nicolas_14.wav,0.021300077,7056,one
5_nicolas_49.wav,5,nicolas,49,5_nicolas_49.wav,0.03373904,7635,time
6_lucas_8.wav,6,lucas,8,6_lucas_8.wav,0.012641073,12439,six
3_george_0.wav,3,george,0,3_george_0.wav,0.026089383,10968,city
4_yweweler_11.wav,4,yweweler,11,4_yweweler_11.wav,0.0075882482,7533,for
3_yweweler_29.wav,3,yweweler,29,3_yweweler_29.wav,0.008465538,6268,we
2_george_45.wav,2,george,45,2_george_45.wav,0.03486057,6811,so
4_yweweler_39.wav,4,yweweler,39,4_yweweler_39.wav,0.004032227,11563,four
3_yweweler_15.wav,3,yweweler,15,3_yweweler_15.wav,0.0071859905,5215,be
5_nicolas_8.wav,5,nicolas,8,5_nicolas_8.wav,0.030958075,8079,i
1_lucas_4.wav,1,lucas,4,1_lucas_4.wav,0.028933372,8487,one
2_george_47.wav,2,george,47,2_george_47.wav,0.033952992,7520,so
1_lucas_6.wav,1,lucas,6,1_lucas_6.wav,0.024332352,9551,one
7_theo_49.wav,7,theo,49,7_theo_49.wav,0.0053703235,7853,seven
3_yweweler_17.wav,3,yweweler,17,3_yweweler_17.wav,0.0044794325,8669,three
5_lucas_48.wav,5,lucas,48,5_lucas_48.wav,0.047017895,13600,five
3_george_2.wav,3,george,2,3_george_2.wav,0.036957636,10799,
4_yweweler_13.wav,4,yweweler,13,4_yweweler_13.wav,0.009439282,7244,or
4_nicolas_4.wav,4,nicolas,4,4_nicolas_4.wav,0.03375113,7059,
9_jackson_40.wav,9,jackson,40,9_jackson_40.wav,0.060115978,13677,nine
9_nicolas_17.wav,9,nicolas,17,9_nicolas_17.wav,0.028597921,9755,nine
1_yweweler_8.wav,1,yweweler,8,1_yweweler_8.wav,0.010841363,5648,one
3_george_49.wav,3,george,49,3_george_49.wav,0.031090682,6265,
0_theo_45.wav,0,theo,45,0_theo_45.wav,0.0041582324,8823,zero
1_nicolas_16.wav,1,nicolas,16,1_nicolas_16.wav,0.02878459,6571,one
1_jackson_41.wav,1,jackson,41,1_jackson_41.wav,0.064106904,13732,one
9_yweweler_9.wav,9,yweweler,9,9_yweweler_9.wav,0.004192565,9667,nine
5_jackson_34.wav,5,jackson,34,5_jackson_34.wav,0.043881144,7969,
4_jackson_3.wav,4,jackson,3,4_jackson_3.wav,0.068225294,8956,or
1_lucas_40.wav,1,lucas,40,1_lucas_40.wav,0.024009787,14460,one
5_jackson_20.wav,5,jackson,20,5_jackson_20.wav,0.055676043,7588,
4_theo_8.wav,4,theo,8,4_theo_8.wav,0.0031178638,6034,four
7_yweweler_42.wav,7,yweweler,42,7_yweweler_42.wav,0.0044752485,8583,seven
4_theo_12.wav,4,theo,12,4_theo_12.wav,0.004615944,7431,for
7_nicolas_1.wav,7,nicolas,1,7_nicolas_1.wav,0.031421218,10223,seven
2_jackson_37.wav,2,jackson,37,2_jackson_37.wav,0.03400086,8909,to
9_yweweler_19.wav,9,yweweler,19,9_yweweler_19.wav,0.007815333,7850,nine
2_jackson_23.wav,2,jackson,23,2_jackson_23.wav,0.04121331,11083,to
9_lucas_28.wav,9,lucas,28,9_lucas_28.wav,0.03250212,10799,nine
6_nicolas_29.wav,6,nicolas,29,6_nicolas_29.wav,0.026996464,4325,see
0_yweweler_46.wav,0,yweweler,46,0_yweweler_46.wav,0.009790108,6469,zero
7_theo_6.wav,7,theo,6,7_theo_6.wav,0.00484555,6188,seven
2_lucas_48.wav,2,lucas,48,2_lucas_48.wav,0.03157246,12803,two
9_yweweler_25.wav,9,yweweler,25,9_yweweler_25.wav,0.0069071427,9807,nine
4_george_2.wav,4,george,2,4_george_2.wav,0.08048296,10728,phone
2_nicolas_48.wav,2,nicolas,48,2_nicolas_48.wav,0.025312286,9212,who
7_jackson_6.wav,7,jackson,6,7_jackson_6.wav,0.041112695,9832,seven
9_yweweler_31.wav,9,yweweler,31,9_yweweler_31.wav,0.00492618,11439,nine
6_jackson_42.wav,6,jackson,42,6_jackson_42.wav,0.05013326,11174,six
6_nicolas_15.wav,6,nicolas,15,6_nicolas_15.wav,0.028910888,7216,see
9_theo_46.wav,9,theo,46,9_theo_46.wav,0.0032646677,8501,nine
9_lucas_14.wav,9,lucas,14,9_lucas_14.wav,0.0360513,9810,nine
1_george_42.wav,1,george,42,1_george_42.wav,0.03026856,9171,one
3_theo_22.wav,3,theo,22,3_theo_22.wav,0.031529017,7577,three
6_jackson_8.wav,6,jackson,8,6_jackson_8.wav,0.032353442,18261,six
8_lucas_5.wav,8,lucas,5,8_lucas_5.wav,0.021328107,20289,paid
6_lucas_40.wav,6,lucas,40,6_lucas_40.wav,0.017232047,14041,six
3_theo_36.wav,3,theo,36,3_theo_36.wav,0.004715475,6943,three
6_theo_27.wav,6,theo,27,6_theo_27.wav,0.017420148,13553,six
6_george_46.wav,6,george,46,6_george_46.wav,0.023628518,9366,six
6_theo_33.wav,6,theo,33,6_theo_33.wav,0.0014010868,8054,six
8_george_20.wav,8,george,20,8_george_20.wav,0.037921503,9363,hate
8_george_34.wav,8,george,34,8_george_34.wav,0.027684217,8680,
2_george_5.wav,2,george,5,2_george_5.wav,0.036448564,8785,so
4_jackson_24.wav,4,jackson,24,4_jackson_24.wav,0.06714873,8735,four
7_george_48.wav,7,george,48,7_george_48.wav,0.036551867,12084,seven
0_nicolas_5.wav,0,nicolas,5,0_nicolas_5.wav,0.031921487,8961,youwill
9_george_12.wav,9,george,12,9_george_12.wav,0.032626025,10698,nine
4_jackson_30.wav,4,jackson,30,4_jackson_30.wav,0.062827945,9708,four
0_jackson_2.wav,0,jackson,2,0_jackson_2.wav,0.09272479,11734,zero
1_theo_17.wav,1,theo,17,1_theo_17.wav,0.003990244,5794,one
4_jackson_18.wav,4,jackson,18,4_jackson_18.wav,0.073125646,8887,four
0_lucas_47.wav,0,lucas,47,0_lucas_47.wav,0.028787363,13151,hero
0_jackson_45.wav,0,jackson,45,0_jackson_45.wav,0.0952389,14496,zero
0_nicolas_12.wav,0,nicolas,12,0_nicolas_12.wav,0.03256533,12109,hero
8_nicolas_13.wav,8,nicolas,13,8_nicolas_13.wav,0.041534614,8611,case
8_jackson_44.wav,8,jackson,44,8_jackson_44.wav,0.05379569,9634,eight
8_theo_14.wav,8,theo,14,8_theo_14.wav,0.0046211006,7183,eight
6_yweweler_33.wav,6,yweweler,33,6_yweweler_33.wav,0.010551885,4860,
7_nicolas_11.wav,7,nicolas,11,7_nicolas_11.wav,0.037175283,8093,seven
7_jackson_46.wav,7,jackson,46,7_jackson_46.wav,0.044693816,10725,seven
3_nicolas_0.wav,3,nicolas,0,3_nicolas_0.wav,0.031455304,7288,we
6_yweweler_27.wav,6,yweweler,27,6_yweweler_27.wav,0.004648108,4637,a
3_jackson_27.wav,3,jackson,27,3_jackson_27.wav,0.057402756,10163,three
8_theo_28.wav,8,theo,28,8_theo_28.wav,0.016138565,9521,eight
8_lucas_13.wav,8,lucas,13,8_lucas_13.wav,0.028737923,10918,eight
3_jackson_7.wav,3,jackson,7,3_jackson_7.wav,0.061089236,10777,three
1_yweweler_37.wav,1,yweweler,37,1_yweweler_37.wav,0.006382167,10262,one
7_nicolas_39.wav,7,nicolas,39,7_nicolas_39.wav,0.031966243,5808,seven
8_yweweler_40.wav,8,yweweler,40,8_yweweler_40.wav,0.006127589,7848,eight
5_george_5.wav,5,george,5,5_george_5.wav,0.029530907,8812,five
5_theo_40.wav,5,theo,40,5_theo_40.wav,0.0074573318,7520,five
1_yweweler_23.wav,1,yweweler,23,1_yweweler_23.wav,0.007128453,7203,one
3_jackson_33.wav,3,jackson,33,3_jackson_33.wav,0.055126242,10667,three
5_george_43.wav,5,george,43,5_george_43.wav,0.05801735,8242,find
7_lucas_47.wav,7,lucas,47,7_lucas_47.wav,0.025473446,11191,seven
2_theo_3.wav,2,theo,3,2_theo_3.wav,0.0062817,4413,to
4_lucas_3.wav,4,lucas,3,4_lucas_3.wav,0.04387218,9727,four
2_jackson_9.wav,2,jackson,9,2_jackson_9.wav,0.05624239,11874,to
4_lucas_2.wav,4,lucas,2,4_lucas_2.wav,0.040036708,13630,four
2_jackson_8.wav,2,jackson,8,2_jackson_8.wav,0.034148194,10535,to
7_lucas_46.wav,7,lucas,46,7_lucas_46.wav,0.017104136,19054,seven
2_theo_2.wav,2,theo,2,2_theo_2.wav,0.0026206402,11621,to
5_george_42.wav,5,george,42,5_george_42.wav,0.045683697,8349,five
5_george_4.wav,5,george,4,5_george_4.wav,0.04696842,10483,five
8_yweweler_41.wav,8,yweweler,41,8_yweweler_41.wav,0.0054811127,7486,eight
7_nicolas_38.wav,7,nicolas,38,7_nicolas_38.wav,0.029632546,7952,seven
3_jackson_32.wav,3,jackson,32,3_jackson_32.wav,0.05087,10524,three
1_yweweler_22.wav,1,yweweler,22,1_yweweler_22.wav,0.0067374106,6883,one
5_theo_41.wav,5,theo,41,5_theo_41.wav,0.0054381834,6276,five
1_yweweler_36.wav,1,yweweler,36,1_yweweler_36.wav,0.008329878,7710,one
3_jackson_6.wav,3,jackson,6,3_jackson_6.wav,0.0611929,10317,three
8_lucas_12.wav,8,lucas,12,8_lucas_12.wav,0.038234,10703,pate
8_theo_29.wav,8,theo,29,8_theo_29.wav,0.004332407,6469,eightate
3_jackson_26.wav,3,jackson,26,3_jackson_26.wav,0.056730416,9804,three
3_nicolas_1.wav,3,nicolas,1,3_nicolas_1.wav,0.027870694,7208,t
6_yweweler_26.wav,6,yweweler,26,6_yweweler_26.wav,0.0044501456,4251,
6_yweweler_32.wav,6,yweweler,32,6_yweweler_32.wav,0.006808958,4140,take
8_theo_15.wav,8,theo,15,8_theo_15.wav,0.0035473015,8707,eight
7_jackson_47.wav,7,jackson,47,7_jackson_47.wav,0.04160965,10874,seven
7_nicolas_10.wav,7,nicolas,10,7_nicolas_10.wav,0.03423403,8782,seven
8_jackson_45.wav,8,jackson,45,8_jackson_45.wav,0.06910584,9664,eight
8_nicolas_12.wav,8,nicolas,12,8_nicolas_12.wav,0.037748802,9898,a
4_jackson_19.wav,4,jackson,19,4_jackson_19.wav,0.072113566,7980,or
1_theo_16.wav,1,theo,16,1_theo_16.wav,0.0041238456,5213,one
0_jackson_3.wav,0,jackson,3,0_jackson_3.wav,0.07870437,13197,zero
0_nicolas_13.wav,0,nicolas,13,0_nicolas_13.wav,0.049678285,10535,zero
0_jackson_44.wav,0,jackson,44,0_jackson_44.wav,0.08297067,14664,zero
0_lucas_46.wav,0,lucas,46,0_lucas_46.wav,0.04324717,13914,zero
9_george_13.wav,9,george,13,9_george_13.wav,0.029560748,9482,nine
0_nicolas_4.wav,0,nicolas,4,0_nicolas_4.wav,0.03523206,10731,yield
4_jackson_31.wav,4,jackson,31,4_jackson_31.wav,0.06171326,9589,
7_george_49.wav,7,george,49,7_george_49.wav,0.025017584,9314,ha
4_jackson_25.wav,4,jackson,25,4_jackson_25.wav,0.05125211,9058,for
8_george_35.wav,8,george,35,8_george_35.wav,0.043823335,7950,
2_george_4.wav,2,george,4,2_george_4.wav,0.03354851,8484,so
8_george_21.wav,8,george,21,8_george_21.wav,0.021294981,8255,
6_theo_32.wav,6,theo,32,6_theo_32.wav,0.0019000665,9399,six
6_george_47.wav,6,george,47,6_george_47.wav,0.025277242,7586,six
6_theo_26.wav,6,theo,26,6_theo_26.wav,0.0033378224,9228,six
8_lucas_4.wav,8,lucas,4,8_lucas_4.wav,0.036821708,14970,eight
3_theo_37.wav,3,theo,37,3_theo_37.wav,0.004623614,6097,three
6_lucas_41.wav,6,lucas,41,6_lucas_41.wav,0.016061008,11031,six
3_theo_23.wav,3,theo,23,3_theo_23.wav,0.034014154,11207,three
6_jackson_9.wav,6,jackson,9,6_jackson_9.wav,0.025354205,18217,six
1_george_43.wav,1,george,43,1_george_43.wav,0.037694525,8308,one
9_yweweler_30.wav,9,yweweler,30,9_yweweler_30.wav,0.0051627,9749,nine
7_jackson_7.wav,7,jackson,7,7_jackson_7.wav,0.04777909,9270,evans
2_nicolas_49.wav,2,nicolas,49,2_nicolas_49.wav,0.029600834,7933,two
9_lucas_15.wav,9,lucas,15,9_lucas_15.wav,0.025871113,11356,nine
9_theo_47.wav,9,theo,47,9_theo_47.wav,0.0065122624,9956,nine
6_nicolas_14.wav,6,nicolas,14,6_nicolas_14.wav,0.03507761,7040,see
6_jackson_43.wav,6,jackson,43,6_jackson_43.wav,0.036444366,14837,six
0_yweweler_47.wav,0,yweweler,47,0_yweweler_47.wav,0.00986449,7608,zero
4_george_3.wav,4,george,3,4_george_3.wav,0.051091537,10367,four
9_yweweler_24.wav,9,yweweler,24,9_yweweler_24.wav,0.0054419665,10397,nine
2_lucas_49.wav,2,lucas,49,2_lucas_49.wav,0.016348016,26755,two
7_theo_7.wav,7,theo,7,7_theo_7.wav,0.0020794384,12591,seven
2_jackson_22.wav,2,jackson,22,2_jackson_22.wav,0.040956706,10579,to
6_nicolas_28.wav,6,nicolas,28,6_nicolas_28.wav,0.02568834,6676,he
9_lucas_29.wav,9,lucas,29,9_lucas_29.wav,0.018828418,13906,nine
7_nicolas_0.wav,7,nicolas,0,7_nicolas_0.wav,0.02899097,8211,seven
4_theo_13.wav,4,theo,13,4_theo_13.wav,0.0036510522,7012,for
7_yweweler_43.wav,7,yweweler,43,7_yweweler_43.wav,0.0058199265,8870,seven
